,ds,Food,Clothing & Footwear,Housing & Utilities,Household Durables & Services,Health Care,Transport,Communication,Recreation & Culture,Miscellaneous Goods & Services
95,1970-01-01,-55.172413793103445,-55.55555555555556,-131.0344827586207,187.49999999999994,-100.0,-150.00000000000003,,,5.555555555555548
96,1970-02-01,38.46153846153846,-50.0,44.44444444444445,21.73913043478261,,-0.0,,,200.00000000000006
97,1970-03-01,-177.7777777777778,16.666666666666664,-146.15384615384613,0.0,,-0.0,,,-33.333333333333336
98,1970-04-01,-35.71428571428571,-57.14285714285714,266.6666666666667,0.0,,-0.0,,,0.0
99,1970-05-01,144.44444444444446,0.0,-40.909090909090914,0.0,,-0.0,,,-5.263157894736835
100,1970-06-01,-27.272727272727277,166.66666666666669,-15.38461538461538,3.5714285714285747,,-0.0,,,5.555555555555548
101,1970-07-01,-150.00000000000003,-87.5,0.0,-6.896551724137923,,-0.0,,,0.0
102,1970-08-01,-125.0,500.0,-18.181818181818183,-18.51851851851852,,-0.0,,,-2.631578947368412
103,1970-09-01,199.99999999999997,-83.33333333333334,0.0,-22.727272727272734,,-0.0,,,0.0
104,1970-10-01,-250.0,199.99999999999997,0.0,-64.70588235294117,,-0.0,,,2.7027027027026933
105,1970-11-01,-244.44444444444446,200.00000000000006,11.111111111111107,-233.33333333333334,,-0.0,,,5.263157894736848
106,1970-12-01,92.3076923076923,-66.66666666666667,0.0,-0.0,,-0.0,,,0.0
107,1971-01-01,-280.0,166.66666666666669,260.0,12.499999999999996,,-100.0,,inf,-7.499999999999996
108,1971-02-01,-73.33333333333333,0.0,0.0,-77.77777777777777,,,,0.0,-100.0
109,1971-03-01,133.33333333333331,225.0,-30.555555555555557,49.999999999999986,,,,0.0,
110,1971-04-01,-74.99999999999999,15.38461538461538,-68.0,-0.0,,,,0.0,
111,1971-05-01,214.28571428571433,-30.0,175.0,33.33333333333335,,,,0.0,inf
112,1971-06-01,31.818181818181802,52.38095238095239,-22.727272727272734,-75.00000000000001,,,,0.0,300.00000000000006
113,1971-07-01,-37.93103448275862,12.499999999999996,23.52941176470589,-1900.0,inf,,,0.0,-25.000000000000007
114,1971-08-01,-33.333333333333336,-8.333333333333341,-23.809523809523807,5.555555555555548,-66.66666666666666,,,0.0,0.0
115,1971-09-01,125.00000000000003,0.0,37.50000000000001,15.789473684210542,-300.0,,,0.0,33.33333333333335
116,1971-10-01,-48.14814814814816,12.121212121212132,4.545454545454529,-13.636363636363647,-0.0,,,11.538461538461531,24.999999999999993
117,1971-11-01,107.14285714285714,-16.216216216216218,-17.391304347826082,57.89473684210527,-0.0,,,0.0,80.0
118,1971-12-01,6.896551724137938,-6.451612903225811,36.842105263157904,3.333333333333336,-0.0,,,0.0,11.111111111111107
119,1972-01-01,-151.61290322580646,13.79310344827586,-3.8461538461538494,-41.935483870967744,210.0,,,-89.65517241379311,19.999999999999996
120,1972-02-01,-181.25000000000003,18.181818181818183,0.0,-22.22222222222223,-100.0,,,66.66666666666667,8.333333333333341
121,1972-03-01,61.53846153846154,-53.84615384615385,-24.000000000000004,7.1428571428571495,-inf,,,0.0,0.0
122,1972-04-01,4.761904761904765,-27.77777777777778,0.0,0.0,33.33333333333333,,,0.0,0.0
123,1972-05-01,-54.545454545454554,84.6153846153846,-47.368421052631575,20.000000000000004,-25.0,,,0.0,7.692307692307682
124,1972-06-01,10.000000000000009,-45.83333333333333,50.0,16.666666666666668,-0.0,,,0.0,7.1428571428571495
125,1972-07-01,36.36363636363635,-30.76923076923077,-20.000000000000004,-85.71428571428571,100.0,,,0.0,-6.666666666666672
126,1972-08-01,153.33333333333331,33.33333333333333,33.33333333333335,-266.6666666666667,-33.33333333333333,,,0.0,14.285714285714299
127,1972-09-01,-2.631578947368412,0.0,-37.50000000000001,-200.0,-100.0,,,0.0,6.249999999999992
128,1972-10-01,-18.918918918918923,8.333333333333341,0.0,-40.0,,inf,,-60.0,464.7058823529411
129,1972-11-01,16.666666666666664,46.15384615384614,70.0,33.33333333333335,,0.0,,0.0,1.041666666666663
130,1972-12-01,125.71428571428574,-15.789473684210517,-41.17647058823529,175.0,,0.0,,0.0,0.0
131,1973-01-01,0.0,87.49999999999999,0.0,54.54545454545453,inf,49.999999999999986,,49.999999999999986,-2.0618556701030855
132,1973-02-01,82.27848101265822,30.0,200.0,64.70588235294117,-142.85714285714286,0.0,,0.0,22.105263157894733
133,1973-03-01,3.4722222222222223,133.33333333333331,-6.666666666666672,60.71428571428572,-155.55555555555554,0.0,,200.00000000000006,0.8620689655172384
134,1973-04-01,20.13422818791945,57.14285714285716,0.0,55.55555555555556,120.00000000000001,0.0,,11.111111111111107,3.4188034188034218
135,1973-05-01,48.044692737430175,16.08391608391609,32.14285714285715,70.0,-36.36363636363637,0.0,,60.00000000000001,-1.6528925619834651
136,1973-06-01,25.660377358490553,6.626506024096372,0.0,6.722689075630243,85.71428571428574,0.0,,18.74999999999999,0.0
137,1973-07-01,29.12912912912914,6.214689265536731,0.0,22.83464566929134,15.38461538461538,33.33333333333335,,0.0,14.28571428571428
138,1973-08-01,0.46511627906977404,17.021276595744677,0.0,18.589743589743595,13.33333333333333,0.0,,26.31578947368421,-0.7352941176470562
139,1973-09-01,-4.39814814814816,0.909090909090906,0.0,1.6216216216216255,276.47058823529414,0.0,,0.0,-0.740740740740738
140,1973-10-01,25.665859564164656,1.8018018018018116,0.0,27.127659574468073,3.124999999999989,-50.0,,25.000000000000007,-58.95522388059702
141,1973-11-01,16.184971098265894,2.6548672566371585,27.027027027027025,2.9288702928870416,0.0,0.0,,0.0,-5.4545454545454515
142,1973-12-01,-19.734660033167494,5.603448275862073,0.0,1.6260162601625958,0.0,650.0,,0.0,5.769230769230766
143,1974-01-01,12.190082644628095,-6.122448979591836,187.2340425531915,36.400000000000006,134.84848484848487,320.0,,189.99999999999997,16.36363636363637
144,1974-02-01,-11.78637200736648,-4.3478260869565215,-17.03703703703704,1.1730205278592334,0.0,342.85714285714283,,3.4482758620689737,28.124999999999982
145,1974-03-01,-0.6263048016701402,-18.181818181818183,12.500000000000004,-1.4492753623188406,11.612903225806456,59.13978494623656,,1.1111111111111072,76.82926829268294
146,1974-04-01,-9.66386554621849,-28.888888888888886,0.7936507936507908,-5.88235294117647,21.965317919075147,1.8018018018018116,,-1.098901098901095,22.068965517241374
147,1974-05-01,-24.186046511627904,-18.750000000000004,-5.511811023622042,-17.812499999999996,0.47393364928908943,0.22123893805308475,,-5.555555555555555,0.0
148,1974-06-01,-20.858895705521473,-10.576923076923073,-1.6666666666666607,-5.323193916349818,-3.3018867924528266,0.22075055187638284,,-4.70588235294118,-1.6949152542372923
149,1974-07-01,-36.04651162790698,-8.602150537634417,37.288135593220325,-0.4016064257028027,-7.317073170731707,-0.2202643171806199,,3.7037037037037126,-8.620689655172404
150,1974-08-01,-3.636363636363634,-31.764705882352946,-0.6172839506172708,-6.854838709677416,0.5263157894736916,0.0,,-7.1428571428571495,3.1446540880503036
151,1974-09-01,15.094339622641511,-6.896551724137923,0.621118012422347,-1.7316017316017407,-29.319371727748695,0.0,,0.0,0.0
152,1974-10-01,-24.59016393442623,-12.962962962962965,0.0,-15.859030837004395,12.592592592592588,0.0,,-7.692307692307689,-1.219512195121947
153,1974-11-01,-52.89855072463768,-17.021276595744688,-3.7037037037037015,-3.14136125654451,-0.657894736842103,0.0,,0.0,-1.2345679012345634
154,1974-12-01,60.00000000000001,-30.769230769230766,-0.6410256410256387,-12.432432432432435,5.298013245033117,-3.9735099337748285,,0.0,-1.8750000000000044
155,1975-01-01,-35.57692307692308,-29.62962962962964,-57.41935483870968,-42.59259259259259,-54.08805031446542,-15.17241379310345,,-77.77777777777777,0.0
156,1975-02-01,-19.402985074626862,-52.63157894736842,3.030303030303033,-23.655913978494635,9.589041095890414,-62.87262872628726,,-18.750000000000004,-26.751592356687894
157,1975-03-01,-66.66666666666667,-211.11111111111111,-20.58823529411764,-4.225352112676054,-16.249999999999996,-90.51094890510947,,-61.53846153846154,-46.95652173913044
158,1975-04-01,66.66666666666666,30.000000000000004,0.0,0.0,-31.34328358208956,-30.76923076923077,,100.0,-47.54098360655737
159,1975-05-01,6.666666666666672,38.46153846153846,14.814814814814811,-10.294117647058826,-2.173913043478253,0.0,,0.0,106.24999999999997
160,1975-06-01,-6.250000000000005,11.111111111111107,1.6129032258064457,3.2786885245901667,2.2222222222222143,0.0,,0.0,25.757575757575772
161,1975-07-01,-20.000000000000004,10.000000000000009,-25.39682539682539,-47.61904761904762,54.34782608695653,11.111111111111107,,0.0,1.2048192771084292
162,1975-08-01,-12.499999999999993,27.272727272727256,0.0,-18.181818181818173,18.30985915492959,-9.999999999999998,,0.0,-9.52380952380953
163,1975-09-01,-138.0952380952381,-3.5714285714285587,102.12765957446808,-18.51851851851852,-1.1904761904761862,11.111111111111107,,0.0,-1.315789473684206
164,1975-10-01,425.0,-22.222222222222225,1.0526315789473648,-45.45454545454546,-21.686746987951814,0.0,,-9.999999999999998,-3.9999999999999973
165,1975-11-01,-0.0,-19.04761904761905,0.0,-24.999999999999993,0.0,10.000000000000009,,0.0,-1.3888888888888962
166,1975-12-01,16.66666666666667,-41.17647058823529,0.0,66.66666666666666,-10.769230769230772,0.0,,0.0,-1.4084507042253471
167,1976-01-01,28.57142857142856,-60.0,2.0833333333333446,-26.66666666666666,-6.896551724137923,309.09090909090907,,-66.66666666666667,-2.85714285714286
168,1976-02-01,6.349206349206354,100.0,1.0204081632653024,-27.272727272727277,-11.11111111111112,13.333333333333325,,133.33333333333331,-8.823529411764701
169,1976-03-01,-13.432835820895528,-125.0,13.131313131313119,-150.00000000000003,-8.333333333333323,-11.764705882352935,,0.0,-12.90322580645161
170,1976-04-01,6.896551724137938,0.0,-1.7857142857142794,199.99999999999997,-29.545454545454547,-2.2222222222222143,,-71.42857142857143,-5.555555555555569
171,1976-05-01,-9.677419354838717,300.00000000000006,-13.636363636363635,-83.33333333333334,22.580645161290313,-2.2727272727272845,,0.0,-68.62745098039215
172,1976-06-01,21.428571428571434,62.5,0.0,550.0,-2.631578947368412,0.0,,0.0,-93.75
173,1976-07-01,1.4705882352941255,15.38461538461538,-26.31578947368421,38.46153846153846,-37.837837837837846,-2.3255813953488293,,-100.0,100.0
174,1976-08-01,14.492753623188406,26.66666666666666,0.0,-16.666666666666668,-65.21739130434781,0.0,,,100.0
175,1976-09-01,-7.594936708860765,-15.789473684210517,-67.14285714285715,6.666666666666672,37.50000000000001,-2.380952380952394,,-inf,74.99999999999997
176,1976-10-01,-21.917808219178077,-31.25,-4.347826086956506,-6.250000000000005,0.0,0.0,,-0.0,0.0
177,1976-11-01,-15.789473684210531,-63.63636363636363,-31.818181818181824,-0.0,0.0,0.0,,-0.0,0.0
178,1976-12-01,-14.583333333333337,24.999999999999993,0.0,-6.666666666666672,0.0,0.0,,-0.0,28.57142857142858
179,1977-01-01,-70.73170731707317,100.0,0.0,-71.42857142857143,81.8181818181818,-80.48780487804879,,-599.9999999999999,-33.333333333333336
180,1977-02-01,-100.0,110.00000000000001,6.666666666666672,-100.0,5.000000000000004,-75.00000000000001,,-100.0,183.33333333333334
181,1977-03-01,inf,-38.095238095238095,-56.25,inf,0.0,0.0,,,-23.529411764705877
182,1977-04-01,14.285714285714299,30.76923076923076,0.0,-12.50000000000001,0.0,49.999999999999986,,,15.38461538461538
183,1977-05-01,49.999999999999986,-17.647058823529417,71.42857142857143,-42.85714285714285,-38.095238095238095,100.0,,-inf,0.0
184,1977-06-01,66.66666666666667,-28.571428571428566,0.0,249.99999999999994,0.0,16.666666666666664,,-0.0,6.666666666666672
185,1977-07-01,50.0,19.999999999999996,0.0,128.5714285714286,-7.692307692307699,0.0,,-100.0,-6.250000000000005
186,1977-08-01,53.33333333333332,25.000000000000007,0.0,-6.250000000000005,0.0,0.0,,,6.666666666666672
187,1977-09-01,18.47826086956523,13.33333333333333,0.0,9.999999999999993,16.666666666666664,0.0,,inf,-18.750000000000004
188,1977-10-01,-27.522935779816514,-5.882352941176463,0.0,12.121212121212132,0.0,0.0,,400.0,176.9230769230769
189,1977-11-01,1.265822784810122,12.499999999999996,-16.666666666666664,5.405405405405398,14.285714285714299,0.0,,0.0,58.333333333333336
190,1977-12-01,31.25,-16.666666666666668,10.000000000000009,2.5641025641025665,0.0,0.0,,0.0,-3.5087719298245648
191,1978-01-01,-28.57142857142857,20.000000000000004,0.0,-32.49999999999999,62.5,14.285714285714299,,-19.999999999999996,-10.909090909090903
192,1978-02-01,14.66666666666666,-22.22222222222223,-27.272727272727277,0.0,0.0,0.0,,-50.0,-12.244897959183684
193,1978-03-01,-37.20930232558139,21.428571428571434,-25.000000000000007,-14.814814814814827,19.23076923076923,24.999999999999993,,0.0,4.651162790697678
194,1978-04-01,35.185185185185176,-35.29411764705881,-83.33333333333334,-4.347826086956506,32.25806451612902,60.00000000000001,inf,4500.0,-4.444444444444448
195,1978-05-01,-5.479452054794513,18.181818181818176,-500.0,-18.181818181818183,4.87804878048781,-18.750000000000004,0.0,13.043478260869579,2.32558139534885
196,1978-06-01,-1.4492753623188481,38.46153846153846,24.999999999999993,11.111111111111107,2.32558139534885,0.0,0.0,2.8846153846153744,2.2727272727272645
197,1978-07-01,-13.23529411764705,27.77777777777776,-0.0,-19.999999999999996,15.909090909090892,615.3846153846154,0.0,-12.149532710280365,-2.2222222222222143
198,1978-08-01,-25.423728813559322,4.347826086956526,-0.0,12.499999999999996,1.960784313725501,1.0752688172042972,0.0,1.0638297872340388,-2.2727272727272845
199,1978-09-01,-18.181818181818183,0.0,-0.0,-5.55555555555556,-7.692307692307699,1.0638297872340388,0.0,2.1052631578947296,0.0
200,1978-10-01,47.222222222222214,-12.499999999999993,-0.0,-41.17647058823529,2.0833333333333446,0.0,0.0,-5.154639175257732,-53.48837209302325
201,1978-11-01,7.547169811320761,-14.285714285714288,-60.0,30.000000000000004,0.0,0.0,0.0,1.086956521739146,-100.0
202,1978-12-01,-78.94736842105263,50.000000000000014,-100.0,15.38461538461538,2.0408163265306047,0.0,0.0,1.0752688172042972,
203,1979-01-01,8.333333333333341,0.0,,26.66666666666666,-34.0,-1.0526315789473648,0.0,18.085106382978715,inf
204,1979-02-01,-238.46153846153845,3.7037037037036904,,5.263157894736848,3.030303030303033,0.0,0.0,0.0,0.0
205,1979-03-01,-122.22222222222223,21.428571428571434,,60.00000000000001,-11.764705882352938,-3.191489361702135,0.0,4.504504504504505,-18.181818181818183
206,1979-04-01,349.99999999999994,-14.705882352941178,inf,12.499999999999996,-33.33333333333333,-7.6923076923076845,-100.0,-78.44827586206897,11.111111111111107
207,1979-05-01,-5.55555555555556,10.344827586206906,383.3333333333333,27.77777777777776,-5.000000000000004,0.0,,0.0,0.0
208,1979-06-01,5.882352941176476,-6.250000000000005,3.448275862068969,6.521739130434799,10.526315789473696,-1.1904761904761862,,-8.000000000000007,-19.999999999999996
209,1979-07-01,27.77777777777776,40.00000000000001,73.33333333333334,-6.122448979591851,28.571428571428577,-86.74698795180723,,13.043478260869579,0.0
210,1979-08-01,43.47826086956522,-2.380952380952394,78.84615384615385,0.0,44.44444444444443,163.6363636363636,,3.8461538461538494,87.49999999999999
211,1979-09-01,-15.151515151515152,7.3170731707317245,7.526881720430099,15.21739130434783,41.02564102564103,431.03448275862075,,3.7037037037036904,20.000000000000004
212,1979-10-01,50.000000000000014,0.0,0.9999999999999963,13.207547169811324,0.0,0.0,,32.14285714285715,5.555555555555548
213,1979-11-01,9.523809523809511,-11.363636363636372,0.0,-4.9999999999999964,0.0,0.649350649350647,,-2.702702702702705,10.526315789473696
214,1979-12-01,60.86956521739132,-15.384615384615389,-1.9801980198019733,5.263157894736839,-1.818181818181812,0.0,,-2.77777777777778,4.761904761904765
215,1980-01-01,-16.216216216216218,-27.27272727272727,2.0202020202020132,-3.333333333333336,14.814814814814811,9.032258064516121,,-37.14285714285714,68.18181818181817
216,1980-02-01,91.93548387096774,0.0,2.9702970297029774,-5.172413793103446,3.2258064516129057,5.3254437869822615,,18.181818181818176,32.432432432432435
217,1980-03-01,5.882352941176464,12.50000000000001,81.73076923076921,-14.545454545454541,3.124999999999989,10.674157303370778,,-11.538461538461549,46.938775510204074
218,1980-04-01,-11.904761904761905,0.0,2.116402116402128,-4.255319148936174,25.757575757575772,0.0,,-4.347826086956506,9.722222222222223
219,1980-05-01,-14.414414414414411,-14.814814814814827,-12.953367875647666,-17.77777777777777,0.0,0.0,,4.545454545454529,3.797468354430366
220,1980-06-01,-2.1052631578947296,-4.347826086956506,1.1904761904761862,-2.702702702702705,-1.2048192771084507,2.5380710659898478,,0.0,3.6585365853658622
221,1980-07-01,-3.2258064516129106,-50.0,-13.529411764705888,111.1111111111111,6.097560975609757,-1.9801980198019733,,69.56521739130436,15.294117647058833
222,1980-08-01,-13.333333333333336,-9.090909090909099,-17.006802721088434,-1.315789473684206,-13.793103448275856,-4.545454545454556,,-2.5641025641025665,-4.081632653061227
223,1980-09-01,-19.230769230769234,-9.999999999999998,-6.55737704918032,-7.999999999999995,-20.0,-68.25396825396825,,-7.894736842105258,11.702127659574463
224,1980-10-01,12.698412698412694,122.22222222222223,0.0,-2.898550724637684,1.6666666666666607,-1.6666666666666607,,11.428571428571425,7.619047619047626
225,1980-11-01,-7.042253521126761,-9.999999999999998,-1.75438596491229,0.0,-1.6393442622950762,0.0,,2.5641025641025665,0.0
226,1980-12-01,-28.78787878787878,-33.333333333333336,0.0,0.0,11.66666666666667,5.0847457627118615,,0.0,0.8849557522123862
227,1981-01-01,34.042553191489354,58.333333333333336,-0.8928571428571397,5.970149253731335,1.4925373134328304,-6.451612903225811,,22.500000000000007,-14.912280701754394
228,1981-02-01,-26.984126984126988,10.526315789473696,-1.8018018018017956,-2.8169014084506943,4.411764705882351,-1.7241379310344769,,2.0408163265306047,-12.37113402061855
