,ds,Food,Clothing & Footwear,Housing & Utilities,Household Durables & Services,Health Care,Transport,Communication,Recreation & Culture,Miscellaneous Goods & Services
229,1981-03-01,34.782608695652186,-133.33333333333331,-71.55963302752293,-7.246376811594203,-1.4084507042253471,-14.035087719298241,,0.0,-24.70588235294117
230,1981-04-01,-1.6129032258064602,-457.1428571428572,-12.90322580645161,3.124999999999989,-20.000000000000004,179.59183673469383,,144.0,-3.1250000000000027
231,1981-05-01,49.180327868852466,8.000000000000007,0.0,-1.5151515151515098,3.5714285714285747,7.299270072992702,,0.0,24.193548387096772
232,1981-06-01,3.2967032967033045,-22.222222222222225,-7.407407407407414,-9.230769230769226,10.344827586206906,-3.4013605442176873,,0.8196721311475527,20.779220779220786
233,1981-07-01,10.638297872340425,-14.285714285714288,120.0,-83.05084745762711,-7.8125,-3.5211267605633805,,-15.447154471544716,-9.677419354838712
234,1981-08-01,22.115384615384603,0.0,-32.72727272727272,-19.999999999999996,-3.3898305084745792,-9.489051094890504,,-1.9230769230769333,0.0
235,1981-09-01,2.362204724409455,5.555555555555548,45.94594594594595,49.999999999999986,5.263157894736839,0.0,,-3.9215686274509665,-15.476190476190485
236,1981-10-01,-3.8461538461538463,-31.578947368421044,0.0,0.0,0.0,0.8064516129032229,,-14.285714285714288,-11.267605633802814
237,1981-11-01,0.0,69.23076923076924,1.8518518518518452,8.333333333333341,8.333333333333332,-0.7999999999999973,,0.0,-3.174603174603177
238,1981-12-01,17.599999999999994,-4.545454545454549,0.0,-15.38461538461538,1.538461538461533,-1.6129032258064602,,-2.380952380952394,1.6393442622950907
239,1982-01-01,22.44897959183674,-19.04761904761905,-1.818181818181812,-18.181818181818183,-13.63636363636363,-7.377049180327858,,-14.634146341463408,-11.290322580645164
240,1982-02-01,-36.11111111111111,-5.882352941176463,-1.8518518518518614,77.77777777777779,-10.526315789473694,-7.964601769911507,,-5.71428571428572,54.54545454545454
241,1982-03-01,-29.565217391304348,62.5,-3.7735849056603805,37.50000000000001,-3.9215686274509665,-9.615384615384615,,6.060606060606066,0.0
242,1982-04-01,-2.469135802469127,-84.61538461538461,0.0,-13.636363636363647,6.122448979591832,-90.42553191489361,,-97.14285714285714,-2.35294117647058
243,1982-05-01,-29.113924050632917,125.0,9.803921568627452,0.0,5.769230769230766,-122.22222222222223,,-500.0,-21.686746987951814
244,1982-06-01,5.35714285714287,-11.111111111111107,0.0,5.263157894736848,-10.909090909090903,-0.0,,37.50000000000001,-29.230769230769237
245,1982-07-01,-57.6271186440678,12.499999999999996,-53.57142857142857,39.99999999999999,22.448979591836725,49.999999999999986,,9.09090909090908,-6.52173913043478
246,1982-08-01,-84.00000000000001,-122.22222222222223,19.23076923076923,3.5714285714285747,-1.6666666666666607,-66.66666666666666,,8.333333333333341,-9.302325581395348
247,1982-09-01,300.00000000000006,199.99999999999997,-51.61290322580645,-34.48275862068966,-5.084745762711876,-0.0,,-69.23076923076923,-2.5641025641025665
248,1982-10-01,-87.5,33.33333333333335,0.0,-5.263157894736835,-3.5714285714285587,-1300.0,,-50.0,-2.631578947368412
249,1982-11-01,-100.0,49.999999999999986,33.33333333333333,11.111111111111107,-9.25925925925926,0.0,,49.999999999999986,-5.40540540540541
250,1982-12-01,-inf,-8.333333333333323,0.0,-5.000000000000004,-8.163265306122454,33.33333333333335,,-33.33333333333333,-2.85714285714286
251,1983-01-01,2250.0,-0.0,-5.000000000000004,21.052631578947363,100.0,-6.250000000000005,,-250.0,8.823529411764714
252,1983-02-01,-61.702127659574465,-27.272727272727277,5.263157894736848,-26.086956521739125,0.0,6.666666666666672,,-33.33333333333333,48.64864864864864
253,1983-03-01,-138.88888888888889,-162.5,35.00000000000001,-52.94117647058824,-1.1111111111111072,0.0,,-100.0,1.818181818181812
254,1983-04-01,0.0,-19.999999999999996,-3.703703703703707,-25.000000000000007,2.2471910112359472,-93.75,,inf,-3.5714285714285587
255,1983-05-01,185.71428571428575,-174.99999999999997,-96.15384615384615,33.33333333333335,-7.6923076923076845,300.00000000000006,,500.0,0.0
256,1983-06-01,-114.99999999999999,-0.0,199.99999999999997,-12.50000000000001,1.1904761904761862,0.0,,0.0,-1.8518518518518614
257,1983-07-01,-600.0,166.66666666666669,66.66666666666667,42.85714285714287,-20.0,24.999999999999993,,-16.666666666666664,-1.886792452830182
258,1983-08-01,-60.0,-87.5,-80.0,-9.999999999999998,0.0,-19.999999999999996,,19.999999999999996,-5.769230769230766
259,1983-09-01,116.66666666666667,-100.0,0.0,111.1111111111111,0.0,0.0,,-116.66666666666667,0.0
260,1983-10-01,46.15384615384614,inf,0.0,-31.578947368421044,0.0,-200.0,,-0.0,0.0
261,1983-11-01,-36.84210526315789,39.99999999999999,-1000.0,-46.15384615384615,13.235294117647065,-1074.9999999999998,,-200.0,0.0
262,1983-12-01,-150.0,-14.285714285714283,-166.66666666666666,-42.85714285714285,-1.2987012987013056,-7.692307692307689,,-100.0,2.0408163265306047
263,1984-01-01,-500.0,-66.66666666666666,33.33333333333335,-174.99999999999997,52.63157894736842,19.444444444444436,,inf,20.0
264,1984-02-01,133.33333333333331,0.0,-12.50000000000001,-0.0,-0.8620689655172384,0.0,,18.181818181818176,-80.0
265,1984-03-01,-50.0,-50.0,-71.42857142857143,-100.0,1.7391304347826024,2.32558139534885,,-30.76923076923077,541.6666666666667
266,1984-04-01,-7.142857142857134,-200.0,49.999999999999986,inf,-4.273504273504273,36.36363636363635,,-22.22222222222223,11.688311688311682
267,1984-05-01,-61.53846153846154,-0.0,633.3333333333334,-50.0,4.464285714285714,0.0,,42.85714285714287,-1.1627906976744147
268,1984-06-01,190.0,-400.0,-9.090909090909099,100.0,0.0,0.0,,10.000000000000009,1.17647058823529
269,1984-07-01,-44.82758620689655,-66.66666666666666,185.0,-50.0,7.692307692307695,-1.6666666666666607,,18.181818181818176,0.0
270,1984-08-01,24.999999999999993,-400.0,-1.75438596491229,199.99999999999997,3.968253968253968,0.0,,-15.38461538461538,3.4883720930232642
271,1984-09-01,-105.0,100.0,-1.7857142857142794,-200.0,-3.0534351145038197,-8.47457627118644,,0.0,-1.1235955056179736
272,1984-10-01,-400.0,66.66666666666667,23.636363636363633,-166.66666666666669,-1.5748031496062938,-18.51851851851852,,-27.272727272727277,-1.1363636363636525
273,1984-11-01,-533.3333333333334,70.0,2.941176470588238,149.99999999999997,-9.599999999999994,-100.0,,-37.50000000000001,0.0
274,1984-12-01,15.38461538461538,23.52941176470589,-24.28571428571429,39.99999999999999,-4.424778761061947,,,19.999999999999996,-3.4482758620689538
275,1985-01-01,26.66666666666666,-0.0,7.547169811320761,28.57142857142858,-72.22222222222221,-inf,,-233.33333333333334,-10.714285714285717
276,1985-02-01,84.21052631578948,9.523809523809511,0.0,0.0,-3.333333333333336,24.999999999999993,,24.999999999999993,0.0
277,1985-03-01,-71.42857142857143,30.43478260869566,-1.75438596491229,33.33333333333333,-6.896551724137923,-860.0,,-19.999999999999996,-84.0
278,1985-04-01,70.0,-3.333333333333336,0.0,-83.33333333333334,-3.703703703703707,84.21052631578948,-inf,-37.50000000000001,-75.0
279,1985-05-01,-11.764705882352938,-10.344827586206891,0.0,49.999999999999986,-23.076923076923077,0.0,-0.0,19.999999999999996,0.0
280,1985-06-01,26.66666666666666,7.692307692307682,-1.7857142857142794,33.33333333333335,14.999999999999991,24.285714285714274,-0.0,16.666666666666664,33.33333333333335
281,1985-07-01,-63.1578947368421,-3.5714285714285587,-61.81818181818181,-75.00000000000001,-65.21739130434781,0.0,-0.0,42.85714285714287,24.999999999999993
282,1985-08-01,42.85714285714287,-14.814814814814827,0.0,0.0,-112.5,0.0,-0.0,-30.000000000000004,-19.999999999999996
283,1985-09-01,-60.0,4.347826086956526,4.761904761904765,-100.0,-200.0,-40.22988505747126,-0.0,-100.0,0.0
284,1985-10-01,24.999999999999993,-0.0,-31.818181818181824,-inf,100.0,5.769230769230766,-0.0,inf,49.999999999999986
285,1985-11-01,-100.0,-4.1666666666666705,-73.33333333333334,-0.0,49.999999999999986,0.0,-0.0,24.999999999999993,16.666666666666664
286,1985-12-01,inf,8.695652173913052,0.0,-0.0,33.33333333333335,-3.63636363636364,-0.0,-5.000000000000004,28.57142857142858
287,1986-01-01,-599.9999999999999,8.000000000000007,-174.99999999999997,33.33333333333335,-200.0,-15.094339622641506,-0.0,-5.263157894736835,-44.44444444444445
288,1986-02-01,260.0,-3.703703703703707,233.33333333333334,24.999999999999993,-50.0,-20.0,-0.0,0.0,19.999999999999996
289,1986-03-01,-44.44444444444445,-19.23076923076923,-0.0,60.00000000000001,-0.0,-197.2222222222222,-0.0,5.555555555555548,-16.666666666666664
290,1986-04-01,19.999999999999996,4.761904761904765,19.999999999999996,-125.0,149.99999999999997,102.85714285714285,-100.0,-15.789473684210517,0.0
291,1986-05-01,-8.333333333333323,13.636363636363628,125.00000000000003,49.999999999999986,-60.0,-14.084507042253522,,-18.750000000000004,0.0
292,1986-06-01,36.36363636363635,8.000000000000007,3.7037037037036904,0.0,149.99999999999997,21.311475409836078,,15.38461538461538,-19.999999999999996
293,1986-07-01,66.66666666666666,-11.11111111111112,28.57142857142858,0.0,19.999999999999996,-5.40540540540541,,-6.666666666666672,-25.000000000000007
294,1986-08-01,24.000000000000004,16.666666666666664,-27.77777777777778,33.33333333333335,-50.0,2.85714285714286,,7.1428571428571495,-33.33333333333333
295,1986-09-01,-51.61290322580645,-14.285714285714283,-0.0,0.0,-0.0,-48.61111111111111,,-26.66666666666666,100.0
296,1986-10-01,-20.000000000000004,-4.1666666666666705,19.23076923076923,0.0,33.33333333333335,-13.513513513513512,,-163.63636363636363,0.0
297,1986-11-01,8.333333333333341,-34.782608695652165,3.2258064516129057,24.999999999999993,-25.000000000000007,3.124999999999989,,28.57142857142858,0.0
298,1986-12-01,-7.692307692307699,-33.33333333333333,3.124999999999989,0.0,33.33333333333335,-9.090909090909086,,-22.22222222222223,-50.0
299,1987-01-01,-108.33333333333334,-19.999999999999996,-3.0303030303030196,-19.999999999999996,24.999999999999993,-13.33333333333333,inf,-57.14285714285714,-50.0
300,1987-02-01,-1100.0,-0.0,-6.250000000000005,24.999999999999993,19.999999999999996,-34.61538461538462,0.0,66.66666666666667,0.0
301,1987-03-01,129.99999999999997,-12.50000000000001,-3.333333333333336,19.999999999999996,-0.0,-182.35294117647055,0.0,60.00000000000001,6400.0
302,1987-04-01,-60.86956521739131,-57.14285714285714,-0.0,-33.33333333333333,-366.6666666666667,107.14285714285714,0.0,-37.50000000000001,-3.0769230769230793
303,1987-05-01,-44.44444444444445,-33.33333333333333,-55.172413793103445,0.0,-12.50000000000001,-24.13793103448275,0.0,-160.0,1.5873015873015959
304,1987-06-01,-40.0,-250.0,-7.692307692307699,0.0,0.0,0.0,0.0,366.66666666666663,-1.5625000000000084
305,1987-07-01,-333.33333333333337,-100.0,-16.666666666666664,100.0,0.0,-18.181818181818183,0.0,57.14285714285716,1.5873015873015959
306,1987-08-01,42.85714285714287,inf,-0.0,-37.50000000000001,21.428571428571434,16.666666666666668,0.0,-9.090909090909099,3.124999999999989
307,1987-09-01,-100.0,11.111111111111107,10.000000000000009,39.99999999999999,5.882352941176476,-19.04761904761905,0.0,0.0,-1.5151515151515098
308,1987-10-01,-inf,50.0,-9.090909090909099,28.57142857142858,5.555555555555548,-23.529411764705877,0.0,25.0,-1.538461538461533
309,1987-11-01,-699.9999999999999,6.666666666666672,-110.00000000000001,0.0,10.526315789473696,7.692307692307682,0.0,11.999999999999993,1.5624999999999944
310,1987-12-01,33.33333333333335,24.999999999999993,100.0,11.111111111111107,0.0,-21.428571428571416,0.0,7.1428571428571495,1.538461538461533
311,1988-01-01,-275.0,14.999999999999991,149.99999999999997,30.000000000000004,14.285714285714276,18.181818181818176,-100.0,13.33333333333333,0.0
312,1988-02-01,-221.4285714285714,13.043478260869579,-100.0,7.692307692307682,4.1666666666666705,38.46153846153846,,14.705882352941178,1.5151515151515234
313,1988-03-01,17.647058823529417,46.15384615384614,,-7.142857142857134,8.000000000000007,-5.55555555555556,,7.6923076923077,-94.02985074626865
314,1988-04-01,-35.0,5.263157894736848,inf,-23.076923076923077,-59.25925925925925,-35.29411764705881,,-7.1428571428571495,100.0
315,1988-05-01,15.38461538461538,2.499999999999991,-100.0,30.000000000000004,9.09090909090908,-18.181818181818183,,-7.692307692307689,24.999999999999993
316,1988-06-01,-13.33333333333333,-2.439024390243894,,0.0,25.000000000000007,22.22222222222223,,-27.77777777777778,-30.000000000000004
317,1988-07-01,46.15384615384614,2.499999999999991,inf,-30.76923076923077,26.66666666666666,-45.45454545454546,,-15.38461538461538,-14.285714285714283
318,1988-08-01,0.0,-7.317073170731704,-150.0,11.111111111111107,5.263157894736848,-33.33333333333333,,0.0,16.666666666666664
319,1988-09-01,5.263157894736848,-5.263157894736835,-0.0,50.0,10.000000000000009,49.999999999999986,,-4.545454545454549,14.285714285714299
320,1988-10-01,-25.0,-13.88888888888889,-200.0,-6.666666666666672,0.0,-50.0,,9.523809523809511,24.999999999999993
321,1988-11-01,6.666666666666672,-9.677419354838717,-300.0,7.1428571428571495,27.272727272727256,166.66666666666669,,-13.04347826086956,-9.999999999999998
322,1988-12-01,-12.50000000000001,-3.5714285714285587,-0.0,-6.666666666666672,7.1428571428571495,125.0,,-15.000000000000002,0.0
323,1989-01-01,14.285714285714299,-11.11111111111112,-66.66666666666666,-21.428571428571416,-9.999999999999993,16.666666666666668,,-5.882352941176463,-33.333333333333336
324,1989-02-01,-81.25,-8.333333333333323,-500.0,0.0,-3.703703703703707,-19.04761904761905,,18.74999999999999,-16.666666666666664
325,1989-03-01,0.0,-36.36363636363637,0.0,0.0,3.8461538461538494,-5.882352941176463,,-10.526315789473681,580.0
326,1989-04-01,266.6666666666667,-14.285714285714283,0.0,27.272727272727256,-18.51851851851852,49.999999999999986,inf,64.70588235294117,8.823529411764714
327,1989-05-01,36.36363636363635,8.333333333333341,0.0,-21.428571428571416,0.0,75.00000000000001,0.0,3.5714285714285747,-2.702702702702705
328,1989-06-01,26.66666666666666,53.84615384615385,0.0,18.181818181818176,-13.636363636363647,61.9047619047619,0.0,0.0,8.333333333333329
329,1989-07-01,-57.89473684210525,5.000000000000004,37.50000000000001,-7.692307692307699,-10.526315789473681,-1.4705882352941124,50.000000000000014,3.448275862068969,2.5641025641025665
330,1989-08-01,0.0,-19.04761904761905,81.8181818181818,0.0,52.941176470588246,7.462686567164178,0.0,3.333333333333336,-2.500000000000002
331,1989-09-01,-25.000000000000007,11.764705882352938,-5.000000000000004,-33.33333333333333,-3.8461538461538494,0.0,0.0,-3.2258064516129057,0.0
332,1989-10-01,150.0,5.263157894736848,89.47368421052633,287.49999999999994,0.0,5.555555555555548,0.0,-20.000000000000004,2.5641025641025665
333,1989-11-01,26.66666666666666,5.000000000000004,22.22222222222223,-6.451612903225811,-24.000000000000004,-5.263157894736835,0.0,37.5,0.0
334,1989-12-01,-31.578947368421044,-9.52380952380953,2.2727272727272645,3.448275862068969,0.0,11.111111111111107,0.0,0.0,0.0
335,1990-01-01,61.53846153846154,5.263157894736848,46.66666666666666,-3.333333333333336,21.052631578947363,-2.500000000000002,0.0,-9.090909090909086,12.5
336,1990-02-01,-28.571428571428577,5.000000000000004,10.606060606060609,48.275862068965516,73.91304347826089,2.5641025641025665,0.0,-20.000000000000004,-2.2222222222222143
337,1990-03-01,6.666666666666672,-66.66666666666667,0.0,2.32558139534885,0.0,-1.2499999999999956,0.0,0.0,-68.18181818181819
338,1990-04-01,0.0,71.42857142857143,-1.3698630136986254,-4.545454545454549,5.000000000000004,-6.329113924050632,-68.05555555555556,-16.666666666666664,114.2857142857143
339,1990-05-01,-37.50000000000001,16.666666666666664,-4.166666666666664,-4.761904761904765,4.761904761904765,-22.972972972972975,0.0,-25.0,13.33333333333333
340,1990-06-01,-9.999999999999998,-50.0,18.84057971014491,-12.5,2.2727272727272645,-52.63157894736842,0.0,-13.33333333333333,0.0
341,1990-07-01,-66.66666666666667,0.0,2.4390243902439157,0.0,22.22222222222222,14.814814814814811,-100.0,7.692307692307682,0.0
342,1990-08-01,66.66666666666667,-214.28571428571428,-10.714285714285717,25.714285714285722,5.4545454545454515,80.64516129032256,,-14.285714285714283,0.0
343,1990-09-01,-100.0,-137.5,1.3333333333333286,-2.2727272727272845,5.172413793103446,105.35714285714286,,0.0,-2.941176470588238
344,1990-10-01,-inf,133.33333333333331,-24.999999999999993,-53.48837209302325,4.918032786885258,44.34782608695653,,50.000000000000014,-6.0606060606060534
345,1990-11-01,66.66666666666667,14.285714285714299,22.807017543859644,-9.999999999999998,-3.1250000000000027,-20.481927710843383,,-27.77777777777778,0.0
346,1990-12-01,-220.00000000000003,-25.000000000000007,4.285714285714283,-5.55555555555556,-1.6129032258064602,-17.42424242424242,,107.69230769230771,48.38709677419353
347,1991-01-01,-166.66666666666669,100.0,-34.24657534246575,17.647058823529417,68.85245901639347,-5.5045871559633,inf,7.407407407407398,21.73913043478261
348,1991-02-01,-425.0,0.0,-14.583333333333337,-90.0,-16.504854368932047,14.563106796116504,0.0,0.0,1.7857142857142954
349,1991-03-01,-7.692307692307699,83.33333333333336,-4.8780487804877986,0.0,4.651162790697678,-22.881355932203398,0.0,13.79310344827586,38.59649122807018
350,1991-04-01,8.333333333333341,-31.818181818181824,10.256410256410255,49.999999999999986,-4.444444444444448,3.2967032967033045,0.0,-6.0606060606060534,-22.784810126582286
351,1991-05-01,15.38461538461538,-20.000000000000004,-16.279069767441857,166.66666666666669,2.32558139534885,10.638297872340425,0.0,6.451612903225798,-8.196721311475411
352,1991-06-01,0.0,16.666666666666664,-36.111111111111114,49.999999999999986,4.545454545454529,17.307692307692296,0.0,0.0,0.0
353,1991-07-01,20.000000000000004,-35.71428571428571,-39.130434782608695,8.333333333333341,-9.78260869565216,0.0,0.0,24.24242424242424,-1.7857142857142794
354,1991-08-01,11.111111111111107,144.44444444444446,0.0,-76.92307692307692,-14.457831325301216,-19.672131147540973,0.0,39.02439024390246,-7.27272727272728
355,1991-09-01,5.000000000000004,4.545454545454529,-14.285714285714283,0.0,-2.8169014084506943,-57.14285714285714,0.0,-3.5087719298245648,11.764705882352953
356,1991-10-01,0.0,-4.347826086956506,33.33333333333335,0.0,-5.797101449275368,-138.0952380952381,0.0,-7.27272727272728,38.59649122807018
357,1991-11-01,-9.52380952380953,4.545454545454529,-118.75,66.66666666666667,7.6923076923076925,-212.5,0.0,-5.8823529411764675,-1.2658227848101333
358,1991-12-01,42.105263157894754,17.391304347826104,66.66666666666667,0.0,1.4285714285714235,94.44444444444444,0.0,-31.25,-19.230769230769234
359,1992-01-01,0.0,7.407407407407398,-120.0,-40.0,-59.15492957746478,22.85714285714285,-100.0,-12.12121212121212,-20.634920634920633
360,1992-02-01,-51.85185185185185,-44.82758620689655,-300.00000000000006,133.33333333333331,-6.896551724137923,-69.76744186046511,,41.37931034482758,-1.9999999999999927
361,1992-03-01,23.076923076923077,74.99999999999997,-150.00000000000003,-14.285714285714283,-11.11111111111112,176.9230769230769,,-14.634146341463408,-46.93877551020408
362,1992-04-01,-31.25,3.5714285714285747,1399.9999999999998,450.0,12.50000000000001,0.0,,-20.000000000000004,-3.8461538461538494
363,1992-05-01,9.09090909090908,-3.448275862068969,73.33333333333334,-18.181818181818173,-14.814814814814827,5.555555555555548,,17.857142857142858,4.0000000000000036
364,1992-06-01,0.0,-3.5714285714285587,0.0,-7.407407407407414,17.391304347826104,-34.210526315789465,,-3.0303030303030196,-7.692307692307699
365,1992-07-01,41.66666666666667,18.51851851851852,49.999999999999986,20.0,-3.703703703703707,15.999999999999998,,-50.0,0.0
366,1992-08-01,-47.05882352941176,-31.25,0.0,6.666666666666672,-7.692307692307699,-3.448275862068969,,-62.5,20.833333333333336
367,1992-09-01,33.33333333333333,13.636363636363628,0.0,-9.375000000000009,-8.333333333333323,-7.142857142857134,,116.66666666666667,0.0
368,1992-10-01,-8.333333333333323,-27.999999999999996,-7.692307692307689,0.0,4.545454545454529,65.38461538461537,,-15.38461538461538,37.931034482758626
369,1992-11-01,-18.181818181818183,5.555555555555548,24.999999999999996,6.896551724137938,-4.347826086956506,0.0,,63.636363636363626,2.499999999999991
370,1992-12-01,-133.33333333333331,-10.526315789473681,0.0,3.2258064516129057,0.0,-46.51162790697674,,27.77777777777776,-2.439024390243894
371,1993-01-01,-800.0,-58.82352941176471,13.333333333333325,6.249999999999992,9.09090909090908,-52.17391304347825,-inf,4.347826086956526,32.49999999999999
372,1993-02-01,-80.95238095238095,214.28571428571433,5.882352941176485,0.0,8.333333333333341,81.8181818181818,-0.0,-50.0,11.320754716981142
373,1993-03-01,149.99999999999997,-63.63636363636363,3.7037037037036904,2.941176470588238,-3.8461538461538494,44.99999999999999,33.33333333333335,16.666666666666664,32.20338983050846
374,1993-04-01,-9.999999999999998,37.50000000000001,-33.928571428571416,-68.57142857142857,-4.0000000000000036,13.79310344827586,-0.0,28.57142857142858,-2.5641025641025665
375,1993-05-01,-11.111111111111107,27.272727272727256,0.0,9.09090909090908,0.0,-30.303030303030305,-0.0,-11.111111111111107,0.0
376,1993-06-01,-50.0,-14.285714285714283,2.7027027027026933,16.666666666666664,20.833333333333336,13.043478260869579,-0.0,18.74999999999999,3.947368421052641
377,1993-07-01,49.999999999999986,25.000000000000007,-26.31578947368421,-35.71428571428571,37.931034482758626,7.692307692307682,-0.0,47.368421052631575,1.265822784810122
378,1993-08-01,33.33333333333335,26.66666666666666,0.0,0.0,0.0,-14.285714285714283,-0.0,-14.285714285714283,-2.500000000000002
379,1993-09-01,-12.50000000000001,-52.63157894736842,7.1428571428571495,11.111111111111107,5.000000000000004,29.166666666666675,-0.0,-20.833333333333336,-6.4102564102564115
380,1993-10-01,57.14285714285716,88.88888888888889,0.0,0.0,-2.380952380952394,12.90322580645161,-0.0,5.263157894736848,-32.87671232876711
381,1993-11-01,36.36363636363635,-17.647058823529417,-9.999999999999993,-19.999999999999996,-9.756097560975597,8.571428571428566,-0.0,-30.000000000000004,4.0816326530612095
382,1993-12-01,-6.666666666666672,0.0,0.0,0.0,5.405405405405398,65.78947368421053,49.999999999999986,-35.71428571428571,1.960784313725501
383,1994-01-01,-85.71428571428572,28.57142857142858,-44.44444444444445,-12.50000000000001,-10.256410256410255,39.6825396825397,-33.33333333333333,44.44444444444445,-15.38461538461538
384,1994-02-01,1799.9999999999995,-50.0,-20.000000000000004,-14.285714285714283,8.571428571428566,-12.500000000000005,-0.0,0.0,-18.181818181818183
385,1994-03-01,-28.947368421052623,66.66666666666666,-8.333333333333323,-16.666666666666664,0.0,-33.766233766233775,-25.000000000000007,23.076923076923077,-52.77777777777778
386,1994-04-01,3.7037037037036904,46.66666666666668,63.636363636363626,80.0,10.526315789473696,3.921568627450984,-433.33333333333337,37.50000000000001,70.58823529411765
387,1994-05-01,21.428571428571434,-4.545454545454549,0.0,0.0,-2.380952380952394,15.094339622641506,0.0,-22.727272727272734,-6.896551724137923
388,1994-06-01,26.47058823529412,14.285714285714276,0.0,-22.22222222222223,-26.829268292682922,29.508196721311492,-19.999999999999996,-17.647058823529417,0.0
389,1994-07-01,-6.976744186046507,-20.833333333333336,-33.333333333333336,57.14285714285716,-40.0,2.531645569620244,-6.250000000000005,-35.71428571428571,-3.703703703703707
390,1994-08-01,2.499999999999991,94.73684210526318,25.000000000000007,0.0,5.555555555555548,8.641975308641989,0.0,0.0,7.692307692307682
391,1994-09-01,12.195121951219514,-24.324324324324333,-6.666666666666672,0.0,-10.526315789473681,-2.2727272727272845,-140.0,0.0,0.0
392,1994-10-01,-2.173913043478253,-14.285714285714283,-21.428571428571416,9.09090909090908,17.647058823529417,4.651162790697678,83.33333333333336,11.111111111111107,-7.142857142857134
393,1994-11-01,-4.444444444444448,25.000000000000007,0.0,0.0,0.0,7.77777777777777,45.45454545454545,-9.999999999999998,-3.8461538461538494
394,1994-12-01,-11.627906976744185,6.666666666666672,0.0,0.0,-9.999999999999998,-37.11340206185567,6.249999999999992,-11.111111111111107,0.0
395,1995-01-01,23.6842105263158,-15.625,-9.090909090909099,16.666666666666664,22.22222222222223,-59.01639344262295,-11.764705882352938,-25.000000000000007,-15.999999999999998
396,1995-02-01,-31.914893617021274,7.407407407407398,30.000000000000004,0.0,-22.727272727272734,8.000000000000007,-0.0,183.33333333333334,14.285714285714276
397,1995-03-01,-6.250000000000005,0.0,7.692307692307682,150.00000000000003,0.0,33.33333333333333,6.666666666666672,-11.764705882352938,8.333333333333341
398,1995-04-01,0.0,-17.24137931034483,-50.0,51.42857142857142,-23.529411764705877,-5.55555555555556,112.49999999999997,-46.666666666666664,-46.15384615384615
399,1995-05-01,-30.0,-4.1666666666666705,42.85714285714287,7.547169811320761,0.0,17.647058823529417,23.52941176470589,37.50000000000001,0.0
400,1995-06-01,-38.095238095238095,-21.7391304347826,0.0,8.771929824561402,-23.076923076923077,-30.000000000000004,-7.1428571428571495,90.9090909090909,-7.142857142857134
401,1995-07-01,53.84615384615385,-88.8888888888889,19.999999999999996,-9.677419354838717,-9.999999999999998,-74.99999999999999,-0.0,-95.23809523809523,-53.846153846153854
402,1995-08-01,25.0,-50.0,-24.999999999999993,0.0,88.88888888888889,-185.7142857142857,-2.5641025641025665,-200.0,16.666666666666664
403,1995-09-01,-27.999999999999996,1700.0,0.0,-3.5714285714285587,0.0,50.000000000000014,-52.63157894736842,-900.0,42.85714285714287
404,1995-10-01,-33.333333333333336,-66.66666666666667,-11.111111111111107,-1.8518518518518614,-17.647058823529417,-33.333333333333336,-22.22222222222223,24.999999999999993,-60.0
405,1995-11-01,33.33333333333335,-33.33333333333333,0.0,-5.660377358490563,0.0,316.66666666666663,-21.428571428571416,0.0,175.0
406,1995-12-01,-25.000000000000007,-75.00000000000001,0.0,1.9999999999999927,0.0,4.0000000000000036,-45.45454545454546,39.99999999999999,9.09090909090908
407,1996-01-01,-58.333333333333336,400.0,0.0,-7.843137254901951,-7.142857142857134,-84.61538461538461,-16.666666666666664,-50.0,0.0
408,1996-02-01,220.00000000000003,60.00000000000001,49.999999999999986,0.0,23.076923076923077,-425.0,-0.0,42.85714285714287,8.333333333333341
409,1996-03-01,-12.50000000000001,49.999999999999986,-8.333333333333323,-48.93617021276596,6.249999999999992,61.53846153846154,-40.0,-50.0,-23.076923076923077
410,1996-04-01,21.428571428571434,8.333333333333341,-9.090909090909099,-95.83333333333333,0.0,-95.23809523809523,366.66666666666663,-19.999999999999996,19.999999999999996
411,1996-05-01,29.411764705882366,-23.076923076923077,-19.999999999999996,-500.0,29.411764705882366,-200.0,-57.14285714285714,100.0,-16.666666666666664
412,1996-06-01,22.727272727272727,-80.0,-25.000000000000007,100.0,0.0,599.9999999999999,-0.0,-25.000000000000007,50.0
413,1996-07-01,-18.51851851851852,-150.00000000000003,33.33333333333335,12.499999999999996,-9.090909090909099,-100.0,-33.33333333333333,300.0,-6.666666666666672
414,1996-08-01,-4.545454545454549,-799.9999999999999,-12.50000000000001,-22.22222222222223,-9.999999999999998,inf,24.999999999999993,4.1666666666666705,14.285714285714299
415,1996-09-01,23.809523809523807,-42.85714285714285,0.0,-42.85714285714285,11.111111111111107,28.57142857142858,60.00000000000001,-48.0,0.0
416,1996-10-01,19.23076923076923,-50.0,14.285714285714299,-0.0,14.999999999999991,-166.66666666666666,-25.000000000000007,-38.46153846153846,-12.50000000000001
417,1996-11-01,-29.032258064516125,0.0,49.999999999999986,-25.000000000000007,0.0,-116.66666666666667,-33.33333333333333,162.5,14.285714285714299
418,1996-12-01,36.36363636363635,100.0,8.333333333333341,-0.0,0.0,2399.9999999999995,-0.0,-28.571428571428577,-6.250000000000005
419,1997-01-01,-9.999999999999993,199.99999999999997,23.076923076923077,-66.66666666666666,-13.04347826086956,20.0,300.00000000000006,-60.0,13.33333333333333
