,ds,Food_yhat,Clothing & Footwear_yhat,Housing & Utilities_yhat,Household Durables & Services_yhat,Health Care_yhat,Transport_yhat,Communication_yhat,Recreation & Culture_yhat,Miscellaneous Goods & Services_yhat
47,1965-12-01,2.835159985682292,1.4823331228073193,2.7077557903133846,2.5315586372813415,1.525542678861404,1.9744372305096674,4.7016936068692825,0.7599284988499163,2.295998021938137
48,1966-01-01,3.0951358217507026,1.4114539035449996,2.614250366224498,2.638857174792914,1.4929720889503497,1.8660382908340505,4.594640848551913,0.7414566319493928,2.268320854305875
49,1966-02-01,2.950483908369819,1.5513793744792026,2.6358649812560553,2.775634221836186,1.474279635424246,1.9717417691533154,4.573378808262912,0.7518733703102947,2.3522936302967508
50,1966-03-01,3.013975447677175,1.5380998326459512,2.6814381295698406,2.720735864263989,1.5316765345378904,1.9362206252471341,4.578365358210321,0.7827681502151597,2.3821064129872074
51,1966-04-01,3.070297059502799,1.4894586042757298,2.5839084624017286,2.733883332090496,1.5455895397854216,2.1268629925279936,4.523367465643302,0.7535153273472218,2.3517759955167463
52,1966-05-01,3.122480413339787,1.5267569749594199,2.633557047176484,2.641513138877999,1.557108641795068,2.1697499989862914,4.444560757245565,0.7451772493169831,2.370083081231865
53,1966-06-01,3.1152323056859004,1.567251061232575,2.6506402244383764,2.6783810410325866,1.5864245165937763,2.2471836999162007,4.383899881665275,0.779199542290369,2.4020924345102395
54,1966-07-01,3.1620522287413886,1.5985465482885592,2.6398427877760686,2.7491004824642027,1.6460733981661166,2.1696893978986833,4.374453762429754,0.8057292662546178,2.4740979250276363
55,1966-08-01,3.125385551247538,1.5863592086332148,2.6787602813993185,2.769574686312793,1.6892922716589434,2.196310881330723,4.366517003782687,0.8180059010592948,2.486995965070701
56,1966-09-01,3.237261317046423,1.5967920620372709,2.697061223169138,2.8283883792030178,1.6907877760019814,2.2752354387301454,4.41893585448952,0.8185099756442581,2.496158667915579
57,1966-10-01,3.3491409098499516,1.510617617888657,2.695082810672724,2.8159072687385187,1.685924246595826,2.30662181731299,4.489619290291601,0.8465732005340484,2.502176656340717
58,1966-11-01,3.406988466571482,1.6026261154862431,2.713118177104834,2.8499693138250857,1.689291726623177,2.274224711027909,4.314482831946372,0.8366078934268264,2.5191506128313326
59,1966-12-01,3.421967659108839,1.6074813907433687,2.7381879946913803,2.923954936716703,1.6999803677108867,2.3302556279989597,4.3168968568633375,0.9065952808874851,2.5455660958841126
60,1967-01-01,3.327284464119826,1.7097241148319737,2.6641794737437756,2.8963951805053467,1.7921943193258079,2.3303742436706734,4.211653965999847,0.831906590104837,2.5995935828246384
61,1967-02-01,3.4730616286587557,1.6372768420330275,2.7118003607893444,2.8148891489637173,1.854651958068629,2.2556842747038024,4.178515132831434,0.8640501250980255,2.592816234024688
62,1967-03-01,3.527980868555075,1.7948998744095694,2.734487195864684,3.1746569430410694,1.6874477847050722,2.0869572502114853,4.382805176376364,0.9552215467707605,2.687519317667497
63,1967-04-01,3.5737427892085507,1.534157055020997,2.6123542422126045,3.184956111232002,1.7768959010525394,2.4301695649729584,4.295682410894118,0.8912949235715719,2.596029550914416
64,1967-05-01,3.6487785317111205,1.6187880017763447,2.6868667848027403,2.859685085095924,1.7794060328573187,2.577694774857021,4.078876784765987,0.8292210836972685,2.6042641145266545
65,1967-06-01,3.579338142378409,1.7596315300947993,2.6946468142542708,2.895084099940895,1.784692380520073,2.6803809453165535,3.9769447831142615,0.8931289509630232,2.63313090640979
66,1967-07-01,3.6414552463107004,1.8541278777507835,2.6927530208761548,3.030477558294393,1.9299535449028418,2.4405621364468946,3.9733802557179536,0.9340889337227358,2.801070143431259
67,1967-08-01,3.4841436898879667,1.7428396498179275,2.7297553159718335,3.0519786164466276,2.0069957932258933,2.4268041012566073,4.017742747666729,0.9561101531782722,2.7757764250795414
68,1967-09-01,3.730686898466666,1.806289041150566,2.7622661497578145,3.168946084138867,1.9558215301822521,2.58894050072468,4.154245242341482,0.951707738461067,2.7775008602336424
69,1967-10-01,3.9173850656335927,1.5143315420494388,2.7450720530639416,3.0863582613878267,1.8933287471259133,2.592616448028414,4.380171766083791,0.9853973130512181,2.7307507818544767
70,1967-11-01,3.9178450134198246,1.78202454689743,2.7539646354980367,3.1631072664026565,1.8792486645472681,2.5725420958315803,3.8748408150814866,0.933764243358773,2.7582056241354795
71,1967-12-01,4.0044669333564356,1.7348803073781653,2.7688897618037775,3.3143081546603748,1.8768864504085336,2.688026822978442,3.9316820617740857,1.0530696882321016,2.7966048453704593
72,1968-01-01,3.5584027890109224,2.0078910713411924,2.7148765926543383,3.1494502480011572,2.094490873715908,2.7927388923357093,3.8295581763289697,0.922263787026118,2.931128099016933
73,1968-02-01,3.9991143844624566,1.7222131430339809,2.787905713040002,2.8562351721747237,2.233799770921168,2.53493992211904,3.786946113953096,0.9773166310565706,2.8330020115791026
74,1968-03-01,3.916518291053636,1.6522044935458966,2.77319633894284,2.9986650922715343,2.1901871134323687,2.8934992568987554,3.6745938051216713,0.9384214119461952,2.8372580766482
75,1968-04-01,3.9924846252966817,2.0262180823801987,2.726428130210463,2.9955627646006513,2.059869860448691,2.789418610787504,3.6703409900197603,0.9744455065788075,2.9273680982921912
76,1968-05-01,3.9952342621908863,1.982187577929918,2.7274134233366385,3.3643682621356317,2.0896511238757274,2.6173142133086826,3.8642349108166547,1.0758203204546144,2.969261603562155
77,1968-06-01,4.111066016081619,1.8238866411733525,2.7629036776519977,3.414934771006878,2.1710219098216665,2.6313999930028635,3.8929663547726143,1.0532390564396488,3.012024796924794
78,1968-07-01,4.127114128748964,1.71949724880138,2.7345962102187666,3.360851481703101,2.0608543902115293,2.8738136458450136,3.8808604579882044,1.0510191512071123,2.890569599374812
79,1968-08-01,4.338752617540398,1.9012493402263866,2.7772973431346095,3.3798022072176064,2.0298646197718044,2.99004311747231,3.774137012690547,1.0428492128577334,2.9749098677349846
80,1968-09-01,4.189019903911132,1.8020791087945347,2.7663444118939573,3.31948488658163,2.1313407011960672,2.9060851633434037,3.6586189148919246,1.05225545742943,2.9971813193047785
81,1968-10-01,4.144058092464113,2.1342219827765274,2.7936555345505605,3.446085266684595,2.24273284147456,2.9929811613680153,3.3991280231476177,1.0674665113840978,3.110094443139854
82,1968-11-01,4.311729854099005,1.8825609982241096,2.8303252482112877,3.397465497080578,2.285165670466409,2.9393440081181943,3.878571328599709,1.142047809136934,3.1097384090588256
83,1968-12-01,4.172643591464876,1.9918979662782108,2.8774929684861057,3.308075695645526,2.3302977560979525,2.8768096700580985,3.7852755374643285,1.1133337004848298,3.115359811507956
84,1969-01-01,4.790241981272772,1.7456795191894654,2.7650168642850077,3.5475990129009984,2.1737129316346575,2.6560538322663425,3.6777328308182957,1.1511331249378194,3.004844862032301
85,1969-02-01,4.359898177777553,2.096961880101045,2.7600590020240534,3.9090345624883387,2.069654076243453,2.9392256427880437,3.6707876127872,1.1410305361808832,3.178903914152351
86,1969-03-01,4.429161137878564,1.9121507281162828,2.827623623576928,3.4425785868654954,2.3504847953057504,3.0425689150521165,3.475121635704182,1.110653609173755,3.143654594695043
87,1969-04-01,4.495552797395564,2.0751595847680075,2.7552248937636064,3.45124670990481,2.2911329800504716,3.084055901406429,3.4477558155732644,1.1147308355393273,3.1738773407417935
88,1969-05-01,4.523639270790211,2.0695620346545507,2.780358015518842,3.590328214546378,2.311742454686343,3.020336489463964,3.5059147463351543,1.1608985905684817,3.2034141382308423
89,1969-06-01,4.578170902531575,2.0102934884596406,2.80667869865096,3.6322702955499,2.366421337693595,3.068229027646306,3.488838832242079,1.1660838348086995,3.240049915235573
90,1969-07-01,4.609647712732938,1.9752635097780973,2.787073441039267,3.6398077758007026,2.340889706209161,3.1515468599053102,3.4765438077389232,1.1782103589419988,3.215554211969423
91,1969-08-01,4.695997440368718,2.0607850008935156,2.827889078434816,3.659419847912692,2.3480815804333504,3.221522446258915,3.418213491798994,1.1804179438702398,3.265003632246653
92,1969-09-01,4.675733614974147,2.0170182472199074,2.8316980080356378,3.6591198112730807,2.4004821024633465,3.2183924416612077,3.386572855222197,1.1855250747309836,3.2810259573872105
93,1969-10-01,4.710351577536775,2.138942369339891,2.844560714291542,3.7163840824970955,2.453613562117751,3.2775191437128472,3.2954082314708764,1.2074308655487775,3.3402881544558616
94,1969-11-01,4.823946018600065,2.0577872638066323,2.8718609533291994,3.708639947417222,2.4758326670042203,3.2339247982530823,3.4486395408098063,1.2395489926447598,3.347991709921001
95,1969-12-01,4.763700053042897,2.1147899110105435,2.907681664754981,3.7024104804392213,2.5023463066826377,3.2305795884135455,3.401023888650296,1.2601867168774403,3.3634677576950605
96,1970-01-01,5.0236758899968335,2.0439106909533833,2.814176239375909,3.8097090155082616,2.469775714294146,3.1221806439506072,3.293971129261123,1.2417148509383913,3.3357905896976137
97,1970-02-01,4.879023976953667,2.183836160522196,2.8357908506263074,3.9464860598996756,2.4510832603759187,3.227884117578621,3.272709089249026,1.2521315891511007,3.4197633653460566
98,1970-03-01,4.942515516565987,2.170556617455668,2.881363995524873,3.89158769993198,2.508480159135533,3.1923629694353055,3.2776956394463976,1.2830263689220607,3.449576147727209
99,1970-04-01,4.998837128729293,2.121915387720048,2.7838343245756203,3.904735165106535,2.522393163991016,3.383005332024944,3.222697747156291,1.2537735459059198,3.419245729914312
100,1970-05-01,5.05102048289299,2.1592137570824685,2.833482905691213,3.8123649693275876,2.5339122656212827,3.4258923339433816,3.143891039026468,1.2454354677322312,3.4375528152980857
101,1970-06-01,5.043772375576748,2.1997078419902247,2.850566079171951,3.8492328688301627,2.5632281400279155,3.5033260301822127,3.0832301637230226,1.2794577605573956,3.469562168233999
102,1970-07-01,5.090592298959005,2.231003327724871,2.8397686388504755,3.9199523076953895,2.622877021220893,3.425831723624792,3.0737840447554716,1.3059874843782073,3.5415676584200515
103,1970-08-01,5.053925621802836,2.2188159867041244,2.878686128692578,3.9404265088919916,2.6660958943216397,3.4524532023657106,3.0658472863852624,1.318264119034655,3.5544656981206617
104,1970-09-01,5.165801387939322,2.2292488387429037,2.89698706668126,3.999240199130278,2.667591398272639,3.531377755073901,3.1182661373689466,1.3187681934714113,3.563628400623154
105,1970-10-01,5.277680981069543,2.1430743932729146,2.8950086505256722,3.986759086099277,2.6627278684871416,3.562764129116957,3.1889495734389475,1.3468314182177428,3.569646388716912
106,1970-11-01,5.335528538128753,2.235082889505178,2.9130440131766377,4.020821128533889,2.6660953481224032,3.5303670181406503,3.0138131153704935,1.336866110962287,3.586620344865099
107,1970-12-01,5.350507730992838,2.2399381634409483,2.9381138271040106,4.094806748859127,2.6767839888307337,3.586397930571888,3.016227140555475,1.4068534982795313,3.613035827586512
108,1971-01-01,5.2558245363414215,2.3421808861642095,2.8641053023752723,4.067246989995665,2.768997940053657,3.5865165415525007,2.910984249968759,1.3321648073486312,3.667063314184618
109,1971-02-01,5.401601701218043,2.2697336119998064,2.911726185639701,3.985740955801995,2.831455578404474,3.511826567894403,2.87784541707723,1.3643083421936029,3.6602859650422204
110,1971-03-01,5.456520941419312,2.4273566431431886,2.934413017299806,4.345508747484111,2.6642514046867607,3.343099539164921,3.0821354608722276,1.4554797637324615,3.7549890483757697
111,1971-04-01,5.50228286241042,2.1666138223892144,2.8122800598665765,4.355807913023123,2.7536995206421753,3.68631184923523,2.9950126956668788,1.3915531403850512,3.6634992812802576
112,1971-05-01,5.577318605239716,2.2512447678232608,2.88679259879755,4.03053688432052,2.7562096520675743,3.833837054579495,2.778207069806637,1.3294793003672896,3.671733844561125
113,1971-06-01,5.50787821624459,2.392088294776381,2.89457262446793,4.065935896513499,2.76149599933828,3.9365232203478957,2.676275068431726,1.3933871674848215,3.7006006361018358
114,1971-07-01,5.56999532050365,2.4865846411110923,2.8926788274306503,4.2013293523005855,2.9067571633416778,3.696704406938308,2.6727105413033434,1.4343471501011038,3.868539872791972
115,1971-08-01,5.412683764418599,2.375296411812779,2.9296811187451834,4.222830407800832,2.9837994112726736,3.6829463670568967,2.717073033529036,1.4563683694084155,3.8432461540977947
116,1971-09-01,5.659226973334923,2.4387458017800716,2.962191948750029,4.339797872841096,2.932625147837022,3.845082761833782,2.8535755284806594,1.4519659545429882,3.8449705889094843
117,1971-10-01,5.845925140828574,2.146788301357592,2.944997848396976,4.257210047523606,2.870132364401276,3.848758704597697,3.0795020524908847,1.4856555289896964,3.79822051019894
118,1971-11-01,5.846385088952454,2.4144813048402094,2.9538904270499295,4.3339590498864276,2.8560522814305975,3.828684347709685,2.57417110176541,1.4340224591490252,3.825675352137512
119,1971-12-01,5.933007009215868,2.3673370639996385,2.9688155496964925,4.485159935577757,2.8536900669124203,3.944169070316752,2.63101234872591,1.5533279038789192,3.8640745730411172
120,1972-01-01,5.486942862542814,2.6358973338864247,2.91480195662628,4.320302023384818,3.071294487076414,4.048880707153039,2.5291500227296777,1.4225220000127472,3.9979925936911256
121,1972-02-01,5.927654453846615,2.3457689132075314,2.9878306568054485,4.027086941738515,3.2106033812094896,3.791081306482438,2.486799519836763,1.4775748416213679,3.89926127308282
122,1972-03-01,5.845058356557667,2.2715968998880265,2.9731208896118595,4.169516856391327,3.166990720846505,4.149640238579368,2.374691895683071,1.438679620245452,3.9029511522828146
123,1972-04-01,5.921024686652975,2.641159996350532,2.9263522606729566,4.166414522900714,3.0366734647906006,4.045559162014275,2.37070064006416,1.474703712456225,3.9924559407562965
124,1972-05-01,5.923774319533273,2.5928225637986984,2.9273371471476723,4.535220014803676,3.066454725244438,3.8734543479671464,2.5648476829413234,1.5760785239883313,4.033763736506455
125,1972-06-01,6.039606069276208,2.4300711346705373,2.9628269812565193,4.585786517855188,3.147825508118121,3.8875396972074396,2.5938406863802137,1.553497257551535,4.0759216966986385
126,1972-07-01,6.055654177929648,2.3213748141969908,2.934519107171833,4.531703222919415,3.0376579855348513,4.1299529334811975,2.5819879116761255,1.5512773499753107,3.9538807896288772
127,1972-08-01,6.267292662573326,2.498676413250301,2.9772198198811584,4.550653942614256,3.00666821202284,4.246181974654573,2.475526025861533,1.5431074092041202,4.037615824818566
128,1972-09-01,6.117559944796333,2.3950556894468145,2.9662664684340094,4.4903366161585625,3.1081442903748586,4.162223590071748,2.3602694875459633,1.5525136513539946,4.059282043217899
129,1972-10-01,6.0725981293354,2.7228916353272026,2.9935771844391375,4.616936990629515,3.219536427680165,4.249119171528038,2.1010317178818734,1.5677247029649564,4.171609457533153
130,1972-11-01,6.240269886822597,2.4667801584031106,3.0302464778933484,4.568317215205803,3.26196925359971,4.195481587824284,2.5807365828169604,1.6423059982959616,4.170648190281644
131,1972-12-01,6.101183620174563,2.571810198355611,3.077413791516701,4.478927408138803,3.30710133625808,4.132946833195878,2.487693913761919,1.6135918873001864,4.17568388321097
132,1973-01-01,6.718782005834638,2.3211412588952776,2.964937267109101,4.7184507195744905,3.1505165087225655,3.9121905649502215,2.380412766598822,1.6513913093313293,4.06456370056487
133,1973-02-01,6.288438198191739,2.667973127435132,2.9599789846416362,5.079886263342084,3.046457650259085,4.19536194501796,2.3737291080507803,1.6412887181525728,4.2380175195144245
134,1973-03-01,6.357701154546383,2.479142175888909,3.027543226653143,4.613430282462814,3.3272883665464135,4.298704828484919,2.1782993782427953,1.6109117889580131,4.202221537838654
135,1973-04-01,6.424092809915689,2.6377005401689604,2.9551440766333,4.622098399682476,3.2679365482188425,4.34019138438529,2.151195117594864,1.6149890129017617,4.2318390507149255
136,1973-05-01,6.452179279296383,2.627796061953922,2.9802767917370834,4.761179898691958,3.2885460198815757,4.276471555874543,2.20960717043702,1.6611567655872024,4.260790138684175
137,1973-06-01,6.506710906889976,2.5640770233874384,3.0065970546626763,4.803121973875854,3.343224899816522,4.3243636636029725,2.192792815826882,1.6663420074056066,4.2968206825184545
138,1973-07-01,6.538187713077469,2.5247401166042454,2.9869913903995275,4.810659448494657,3.3176932653589475,4.4076810792936,2.1807509134041254,1.678468529195217,4.271739269732497
139,1973-08-01,6.624537436565463,2.6058111153480708,3.027806607588574,4.830271514786874,3.3248851365108876,4.4776562351932725,2.12268215694715,1.6806761117016282,4.32058345683927
140,1973-09-01,6.604273607023175,2.5575938693027696,3.031615116982867,4.829971472327578,3.377285655468575,4.474525800141641,2.091303079853322,1.6857832401405497,4.3360005488093485
141,1973-10-01,6.638891565571879,2.6752110633211816,3.044477416587312,4.887235737919678,3.430417112149821,4.5336520856249525,2.000391578182322,1.707689028614659,4.394677036358193
142,1973-11-01,6.752486002487473,2.589605465416247,3.071777235418457,4.879491597020039,3.4526362139639986,4.490057309711237,2.1538844470042107,1.7398071532887984,4.4017753586528405
143,1973-12-01,6.692240032916287,2.642301184518593,3.1075975401927867,4.873262124410027,3.479149850669303,4.486711683303403,2.1065219169251153,1.7604448751777886,4.416665696907127
144,1974-01-01,6.883353753216923,2.550342653274515,3.01295205903435,4.9422080709995075,3.444933690987707,4.374835248883519,1.999815283697548,1.7419359669710286,4.380252434665702
145,1974-02-01,6.669839723520636,2.6691888116562765,3.0334266145053843,5.0406325269113115,3.4245956697763664,4.477061232554384,1.978899369847105,1.7523156629160657,4.455489116070109
146,1974-03-01,6.671133222284854,2.6368698907434704,3.0779700316032375,4.951093119284666,3.480506249690582,4.438399125740159,1.9841985501260067,1.7831769851549177,4.477411232682498
147,1974-04-01,6.658592717794886,2.5671493498209244,2.979300304874625,4.92588799597954,3.492773687252996,4.625563998372793,1.9295467839974336,1.7538871198710713,4.4383447206256115
148,1974-05-01,6.644135313907068,2.5840483857765757,3.0278456062037367,4.796402391994587,3.5027003044060674,4.665085687429533,1.851075036669256,1.7455131943415527,4.448197521257117
149,1974-06-01,6.568025089937607,2.6034631594973767,3.0437887239051067,4.794917703017529,3.5303706115195337,4.739041893711417,1.7907602875274007,1.7794984448990074,4.471470779948998
150,1974-07-01,6.548204255268309,2.6143593118253943,3.0318880037971625,4.828521733676715,3.588427008235398,4.658182274292248,1.7816491293613896,1.8059923213639804,4.535021985382888
151,1974-08-01,6.4426754614589266,2.5810926596175263,3.0696654378598955,4.810643346393726,3.6300003140430044,4.681326263076115,1.7740584971528772,1.8182319137527285,4.539183930839418
152,1974-09-01,6.485689110942213,2.570446200469363,3.0868263200692247,4.83110444815246,3.6298502507009216,4.756773325827177,1.8268234742982825,1.8186989459218093,4.53961053909793
153,1974-10-01,6.530927946020909,2.4638724215925896,3.0837446241271538,4.781507926915329,3.6233942364381977,4.784794387008661,1.8978418711698615,1.8467263233122937,4.537174242439405
154,1974-11-01,6.5199133864268335,2.534801606637915,3.100639930998754,4.7772173808703915,3.625116148780365,4.748919786075346,1.7230515392630312,1.8367239737891345,4.545412104343605
155,1974-12-01,6.468251821239439,2.519257547166891,3.1246064651396526,4.81408759298954,3.634212305011512,4.801585385644848,1.7258005252496447,1.9066755137505575,4.563373302312741
156,1975-01-01,6.3047065099347215,2.600420958703267,3.049457884631546,4.748175245646483,3.724780688941331,4.798226506668455,1.6209037608244619,1.8319497805519478,4.608664694666873
157,1975-02-01,6.3816215581581535,2.5068943733518205,3.0959387121166264,4.628316622973108,3.785592759999085,4.720059043053286,1.5881110540945962,1.8640562731292143,4.593151251280444
158,1975-03-01,6.374342757511375,2.645478026649063,3.1175958159760087,4.953443366996515,3.616902267435857,4.548191055652821,1.7927137279711696,1.9551942371360067,4.679963668845271
