ds,Food_yhat,Clothing_&_Footwear_yhat,Housing_&_Utilities_yhat,Household_Durables_&_Services_yhat,Health_Care_yhat,Transport_yhat,Communication_yhat,Recreation_&_Culture_yhat,Miscellaneous_Goods_&_Services_yhat
1962-02-01,-12.399488028091628,17.962257155596525,0.8952653732808054,9.31720346812339,-3.6213864948302597,17.331397297063553,-0.36066020236712293,4.318741143020195,6.992771607211617
1962-03-01,6.212819767419737,-1.4451210095927514,1.870865499489345,-3.4209222393851886,11.537624354733625,-4.963831131157077,0.08489121844301806,12.27858214780021,2.3203789177090317
1962-04-01,5.1888489729265235,-5.370905205949738,-3.9302513440504847,0.8482871420941969,2.5074228611263836,28.03241784857834,-0.9354918101375223,-10.354616258546267,-2.307133054958514
1962-05-01,4.570442390944407,4.352192419283204,2.0825899006959467,-5.909682115905321,2.0252094905473013,4.925461432098511,-1.353128513663672,-3.292337081353798,1.425445502231473
1962-06-01,-0.60707471992337,4.528019143530795,0.701962309999086,2.506892708211148,5.051805733825916,8.4755973816386,-1.0558475412428396,13.891238124312203,2.4573180890311375
1962-07-01,3.9454134981933517,3.3478472895660962,-0.44058336648428714,4.691082578137795,9.784588100461312,-7.819482658850631,-0.16617120623663537,9.51086001144135,5.395194509447265
1962-08-01,-2.9725428329636956,-1.2615123389622673,1.5950334006438867,1.2972735915309344,6.457617483529357,2.9140792782575238,-0.1398517097595036,4.018918346429355,0.9169473672274905
1962-09-01,9.34755191894072,1.093702154346074,0.7382880483516859,3.6787922029513407,0.20989904941152976,8.394724961102257,0.9249536906008345,0.15863950331484636,0.6454761288403421
1962-10-01,8.548770887595104,-8.936149895633667,-0.07922741385301293,-0.7529916070214341,-0.681181468353393,3.0798344926652823,1.2358096558113025,8.817930998050185,0.4212245504728632
1962-11-01,4.072048103799334,10.477408247997962,0.7228147704120516,2.0705712022270144,0.474881521896707,-3.0840305779592776,-3.0246583235426034,-2.8775270264796005,1.1830957489998533
1962-12-01,1.0131695249933583,0.5004562790384698,0.997528684518653,4.406220681022977,1.500185702666299,5.503574405355501,0.04299128791899424,20.807922225922386,1.819648074907415
1963-01-01,-6.339992156355445,10.486168434782057,-2.9157163592455837,-1.5720556720124936,12.751234787932264,0.011043133801169617,-1.873460490295254,-18.380968020622063,3.655207363019021
1963-02-01,10.422000797213698,-6.7250972108820095,1.9324668301561008,-4.723499524624622,7.6598430196458445,-6.952872404622713,-0.6011771777538916,9.692051363314267,-0.44234992403367984
1963-03-01,3.5557440862369365,15.686692419706775,0.9031833419957511,21.88318890209482,-19.047047148351083,-16.88043592601719,3.728475169804684,25.06141855570128,6.20862759529368
1963-04-01,2.8611196602382436,-22.43058828451983,-4.818701987150522,0.513980494787502,12.586908216750839,41.31032538867888,-1.5329136891717512,-14.05093904072251,-5.647343607869808
1963-05-01,4.560880849922288,9.385707055742502,3.08869437238866,-16.149661621102645,0.3137306025222028,12.565740837862604,-3.8740526220274676,-15.874171235771778,0.5387138685285172
1963-06-01,-4.036672280474057,14.279536710104573,0.31283517960710605,2.096063298679067,0.6586512120893021,7.770117407410261,-1.8948065771571128,19.427074338802118,1.8783769873550966
1963-07-01,3.7628525935975543,8.383469146653006,-0.07591216445128116,7.852390873738933,17.980344183764643,-16.83838783975445,-0.06754047615462445,10.425815742795256,10.726410030701976
1963-08-01,-9.183849546687814,-9.109508454044578,1.4843504841245543,1.156203480543906,8.082910607687069,-1.1615844250905294,0.8411466333406519,5.075993038131545,-1.459028163745469
1963-09-01,15.84871564349775,5.714190341879082,1.285099698886406,6.217947014741379,-4.967448345831727,13.849979065500573,2.566602309474042,-0.9657556123015215,0.10094412668295744
1963-10-01,10.359763933454795,-24.87216590917235,-0.6710310974864797,-4.133329708978784,-6.383211616580499,0.2758067712611893,4.141705752990114,7.462533486693469,-2.733872940420684
1963-11-01,0.023126222813224462,30.354991755766804,0.3493936489641217,4.006721304614034,-1.5362460641309674,-1.5020383106844082,-8.895353867292458,-10.642941154982012,1.6506436126402175
